node_id,tipo_nodo,nombre_comercio,categoria_comercio,in_degree,out_degree,degree,weighted_in_degree,weighted_out_degree,weighted_degree
cliente_2643252009,cliente,,,0,15,15,0.0,16.0,16.0
cliente_6146816785,cliente,,,0,8,8,0.0,8.0,8.0
cliente_0174304895,cliente,,,0,32,32,0.0,32.0,32.0
cliente_7964494693,cliente,,,0,32,32,0.0,32.0,32.0
cliente_0595935870,cliente,,,0,15,15,0.0,17.0,17.0
cliente_0397164202,cliente,,,0,5,5,0.0,5.0,5.0
cliente_0429785827,cliente,,,0,18,18,0.0,19.0,19.0
cliente_5738178707,cliente,,,0,27,27,0.0,29.0,29.0
cliente_4284287339,cliente,,,0,29,29,0.0,31.0,31.0
cliente_3456045332,cliente,,,0,31,31,0.0,31.0,31.0
cliente_9274941613,cliente,,,0,39,39,0.0,42.0,42.0
cliente_7330628792,cliente,,,0,6,6,0.0,7.0,7.0
cliente_7738371662,cliente,,,0,27,27,0.0,27.0,27.0
cliente_6724633823,cliente,,,0,33,33,0.0,33.0,33.0
cliente_8114575713,cliente,,,0,16,16,0.0,17.0,17.0
cliente_8175532180,cliente,,,0,22,22,0.0,22.0,22.0
cliente_2477564144,cliente,,,0,7,7,0.0,7.0,7.0
cliente_6687662418,cliente,,,0,21,21,0.0,21.0,21.0
cliente_1429309604,cliente,,,0,32,32,0.0,33.0,33.0
cliente_6980954853,cliente,,,0,26,26,0.0,27.0,27.0
cliente_0970150764,cliente,,,0,26,26,0.0,26.0,26.0
cliente_5245935965,cliente,,,0,14,14,0.0,14.0,14.0
cliente_5737026068,cliente,,,0,16,16,0.0,16.0,16.0
cliente_5535721103,cliente,,,0,18,18,0.0,19.0,19.0
cliente_7395196359,cliente,,,0,62,62,0.0,67.0,67.0
cliente_6816415259,cliente,,,0,43,43,0.0,44.0,44.0
cliente_9060759182,cliente,,,0,36,36,0.0,38.0,38.0
cliente_9543359415,cliente,,,0,31,31,0.0,31.0,31.0
cliente_7074785965,cliente,,,0,29,29,0.0,30.0,30.0
cliente_5285608147,cliente,,,0,62,62,0.0,65.0,65.0
cliente_9862241516,cliente,,,0,38,38,0.0,39.0,39.0
cliente_5344567231,cliente,,,0,4,4,0.0,4.0,4.0
cliente_6243231849,cliente,,,0,33,33,0.0,33.0,33.0
cliente_2064346963,cliente,,,0,10,10,0.0,10.0,10.0
cliente_4714723644,cliente,,,0,33,33,0.0,34.0,34.0
cliente_9890567186,cliente,,,0,42,42,0.0,43.0,43.0
cliente_7884038167,cliente,,,0,13,13,0.0,13.0,13.0
cliente_4081531131,cliente,,,0,17,17,0.0,17.0,17.0
cliente_2252892068,cliente,,,0,34,34,0.0,34.0,34.0
cliente_0432132403,cliente,,,0,31,31,0.0,32.0,32.0
cliente_4068519772,cliente,,,0,17,17,0.0,17.0,17.0
cliente_3556520755,cliente,,,0,24,24,0.0,25.0,25.0
cliente_8082971840,cliente,,,0,43,43,0.0,44.0,44.0
cliente_9267917514,cliente,,,0,29,29,0.0,30.0,30.0
cliente_5375803851,cliente,,,0,16,16,0.0,16.0,16.0
cliente_7751808362,cliente,,,0,15,15,0.0,15.0,15.0
cliente_4818439619,cliente,,,0,23,23,0.0,23.0,23.0
cliente_1505792082,cliente,,,0,37,37,0.0,38.0,38.0
cliente_8615946178,cliente,,,0,33,33,0.0,33.0,33.0
cliente_3921079504,cliente,,,0,41,41,0.0,44.0,44.0
cliente_6902862258,cliente,,,0,15,15,0.0,15.0,15.0
cliente_5162171226,cliente,,,0,3,3,0.0,3.0,3.0
cliente_3223027017,cliente,,,0,4,4,0.0,4.0,4.0
cliente_0409287183,cliente,,,0,14,14,0.0,14.0,14.0
cliente_0895339214,cliente,,,0,24,24,0.0,25.0,25.0
cliente_3151127216,cliente,,,0,33,33,0.0,33.0,33.0
cliente_2383271731,cliente,,,0,25,25,0.0,26.0,26.0
cliente_3519514598,cliente,,,0,19,19,0.0,19.0,19.0
cliente_4354020531,cliente,,,0,43,43,0.0,44.0,44.0
cliente_5119735325,cliente,,,0,40,40,0.0,40.0,40.0
cliente_1569968659,cliente,,,0,31,31,0.0,33.0,33.0
cliente_0597319619,cliente,,,0,47,47,0.0,52.0,52.0
cliente_5949565391,cliente,,,0,25,25,0.0,26.0,26.0
cliente_0767662532,cliente,,,0,33,33,0.0,34.0,34.0
cliente_9659549291,cliente,,,0,15,15,0.0,15.0,15.0
cliente_2295355813,cliente,,,0,44,44,0.0,44.0,44.0
cliente_9958828308,cliente,,,0,27,27,0.0,27.0,27.0
cliente_4240090975,cliente,,,0,15,15,0.0,17.0,17.0
cliente_7076640236,cliente,,,0,18,18,0.0,18.0,18.0
cliente_8407680984,cliente,,,0,14,14,0.0,14.0,14.0
cliente_9161773356,cliente,,,0,10,10,0.0,11.0,11.0
cliente_7124740803,cliente,,,0,21,21,0.0,22.0,22.0
cliente_2142262533,cliente,,,0,26,26,0.0,27.0,27.0
cliente_9611028203,cliente,,,0,29,29,0.0,30.0,30.0
cliente_2381634992,cliente,,,0,19,19,0.0,20.0,20.0
cliente_8776367470,cliente,,,0,23,23,0.0,23.0,23.0
cliente_3845333305,cliente,,,0,34,34,0.0,36.0,36.0
cliente_5918851847,cliente,,,0,17,17,0.0,17.0,17.0
cliente_9063045091,cliente,,,0,25,25,0.0,26.0,26.0
cliente_9035001019,cliente,,,0,14,14,0.0,14.0,14.0
cliente_7286090670,cliente,,,0,39,39,0.0,43.0,43.0
cliente_7336751030,cliente,,,0,20,20,0.0,21.0,21.0
cliente_7224972009,cliente,,,0,12,12,0.0,12.0,12.0
cliente_6606690053,cliente,,,0,16,16,0.0,17.0,17.0
cliente_7692506791,cliente,,,0,9,9,0.0,9.0,9.0
cliente_3467007589,cliente,,,0,42,42,0.0,44.0,44.0
cliente_4420145523,cliente,,,0,40,40,0.0,41.0,41.0
cliente_9293274851,cliente,,,0,26,26,0.0,27.0,27.0
cliente_6432686942,cliente,,,0,27,27,0.0,28.0,28.0
cliente_8623404985,cliente,,,0,39,39,0.0,41.0,41.0
cliente_0834420940,cliente,,,0,29,29,0.0,29.0,29.0
cliente_2113876534,cliente,,,0,33,33,0.0,34.0,34.0
cliente_9986181769,cliente,,,0,16,16,0.0,17.0,17.0
cliente_4951400044,cliente,,,0,26,26,0.0,27.0,27.0
cliente_8189822067,cliente,,,0,34,34,0.0,35.0,35.0
cliente_2055038238,cliente,,,0,24,24,0.0,24.0,24.0
cliente_3435991995,cliente,,,0,34,34,0.0,34.0,34.0
cliente_8761720842,cliente,,,0,43,43,0.0,45.0,45.0
cliente_8626251113,cliente,,,0,23,23,0.0,23.0,23.0
cliente_6034553246,cliente,,,0,4,4,0.0,4.0,4.0
cliente_6834173334,cliente,,,0,8,8,0.0,8.0,8.0
cliente_5628996727,cliente,,,0,21,21,0.0,21.0,21.0
cliente_8214148816,cliente,,,0,15,15,0.0,15.0,15.0
cliente_0088525031,cliente,,,0,27,27,0.0,27.0,27.0
cliente_2863733502,cliente,,,0,12,12,0.0,12.0,12.0
cliente_5328944458,cliente,,,0,31,31,0.0,31.0,31.0
cliente_9930735367,cliente,,,0,30,30,0.0,30.0,30.0
cliente_0939187060,cliente,,,0,25,25,0.0,25.0,25.0
cliente_8764436339,cliente,,,0,19,19,0.0,19.0,19.0
cliente_1830904323,cliente,,,0,52,52,0.0,56.0,56.0
cliente_0479660067,cliente,,,0,19,19,0.0,19.0,19.0
cliente_4073201643,cliente,,,0,6,6,0.0,6.0,6.0
cliente_9113287944,cliente,,,0,12,12,0.0,12.0,12.0
cliente_8332792767,cliente,,,0,7,7,0.0,7.0,7.0
cliente_2700331872,cliente,,,0,23,23,0.0,24.0,24.0
cliente_8502105315,cliente,,,0,21,21,0.0,21.0,21.0
cliente_4637189099,cliente,,,0,28,28,0.0,28.0,28.0
cliente_8330215622,cliente,,,0,16,16,0.0,16.0,16.0
cliente_7986720125,cliente,,,0,28,28,0.0,28.0,28.0
cliente_5568374119,cliente,,,0,13,13,0.0,13.0,13.0
cliente_4010168715,cliente,,,0,63,63,0.0,64.0,64.0
cliente_0527668613,cliente,,,0,11,11,0.0,11.0,11.0
cliente_9865451242,cliente,,,0,9,9,0.0,9.0,9.0
cliente_8658142141,cliente,,,0,18,18,0.0,18.0,18.0
cliente_3562908278,cliente,,,0,33,33,0.0,33.0,33.0
cliente_0532676594,cliente,,,0,24,24,0.0,24.0,24.0
cliente_1764943776,cliente,,,0,43,43,0.0,43.0,43.0
cliente_5235133916,cliente,,,0,22,22,0.0,22.0,22.0
cliente_4421157780,cliente,,,0,46,46,0.0,49.0,49.0
cliente_5003020930,cliente,,,0,26,26,0.0,26.0,26.0
cliente_3143278626,cliente,,,0,37,37,0.0,38.0,38.0
cliente_3779826929,cliente,,,0,20,20,0.0,20.0,20.0
cliente_3933356841,cliente,,,0,18,18,0.0,18.0,18.0
cliente_4692859578,cliente,,,0,11,11,0.0,11.0,11.0
cliente_4662375524,cliente,,,0,38,38,0.0,40.0,40.0
cliente_5623365846,cliente,,,0,33,33,0.0,35.0,35.0
cliente_3861910175,cliente,,,0,17,17,0.0,17.0,17.0
cliente_6520651788,cliente,,,0,10,10,0.0,10.0,10.0
cliente_3119953305,cliente,,,0,39,39,0.0,41.0,41.0
cliente_0977442654,cliente,,,0,8,8,0.0,8.0,8.0
cliente_9458321370,cliente,,,0,19,19,0.0,20.0,20.0
cliente_6740447413,cliente,,,0,15,15,0.0,15.0,15.0
cliente_9680777192,cliente,,,0,44,44,0.0,45.0,45.0
cliente_8081405264,cliente,,,0,30,30,0.0,30.0,30.0
cliente_9450140182,cliente,,,0,25,25,0.0,25.0,25.0
cliente_6348215052,cliente,,,0,23,23,0.0,23.0,23.0
cliente_7408502046,cliente,,,0,9,9,0.0,9.0,9.0
cliente_7935273161,cliente,,,0,29,29,0.0,30.0,30.0
cliente_9359120691,cliente,,,0,14,14,0.0,14.0,14.0
cliente_1449424486,cliente,,,0,18,18,0.0,18.0,18.0
cliente_6904301809,cliente,,,0,16,16,0.0,16.0,16.0
cliente_2286786775,cliente,,,0,12,12,0.0,12.0,12.0
cliente_3596450573,cliente,,,0,20,20,0.0,21.0,21.0
cliente_5321602281,cliente,,,0,22,22,0.0,22.0,22.0
cliente_7247789350,cliente,,,0,15,15,0.0,15.0,15.0
cliente_2752289616,cliente,,,0,36,36,0.0,39.0,39.0
cliente_7391646687,cliente,,,0,35,35,0.0,38.0,38.0
cliente_1800791684,cliente,,,0,22,22,0.0,23.0,23.0
cliente_2424378678,cliente,,,0,29,29,0.0,30.0,30.0
cliente_0332825559,cliente,,,0,8,8,0.0,8.0,8.0
cliente_4104960670,cliente,,,0,7,7,0.0,7.0,7.0
cliente_9976856147,cliente,,,0,26,26,0.0,27.0,27.0
cliente_8824047125,cliente,,,0,12,12,0.0,12.0,12.0
cliente_4038833642,cliente,,,0,47,47,0.0,48.0,48.0
cliente_8922741254,cliente,,,0,14,14,0.0,14.0,14.0
cliente_4386299338,cliente,,,0,19,19,0.0,20.0,20.0
cliente_5336744344,cliente,,,0,33,33,0.0,34.0,34.0
cliente_1889211597,cliente,,,0,31,31,0.0,32.0,32.0
cliente_6095177594,cliente,,,0,21,21,0.0,22.0,22.0
cliente_2601202476,cliente,,,0,19,19,0.0,19.0,19.0
cliente_8630795903,cliente,,,0,27,27,0.0,27.0,27.0
cliente_3170715537,cliente,,,0,19,19,0.0,20.0,20.0
cliente_3334790616,cliente,,,0,24,24,0.0,24.0,24.0
cliente_0009577869,cliente,,,0,37,37,0.0,41.0,41.0
cliente_5812673897,cliente,,,0,31,31,0.0,32.0,32.0
cliente_3320088211,cliente,,,0,44,44,0.0,45.0,45.0
cliente_6836913832,cliente,,,0,34,34,0.0,37.0,37.0
cliente_7892695442,cliente,,,0,18,18,0.0,18.0,18.0
cliente_8048735238,cliente,,,0,37,37,0.0,39.0,39.0
cliente_3016255371,cliente,,,0,24,24,0.0,24.0,24.0
cliente_2087176278,cliente,,,0,14,14,0.0,15.0,15.0
cliente_8828984181,cliente,,,0,7,7,0.0,7.0,7.0
cliente_7148413804,cliente,,,0,24,24,0.0,25.0,25.0
cliente_1031592378,cliente,,,0,20,20,0.0,23.0,23.0
cliente_5730756856,cliente,,,0,11,11,0.0,11.0,11.0
cliente_9170600223,cliente,,,0,20,20,0.0,20.0,20.0
cliente_1462532814,cliente,,,0,24,24,0.0,24.0,24.0
cliente_0096239836,cliente,,,0,23,23,0.0,23.0,23.0
cliente_6955095439,cliente,,,0,8,8,0.0,8.0,8.0
cliente_7109656430,cliente,,,0,10,10,0.0,10.0,10.0
cliente_0625333826,cliente,,,0,9,9,0.0,9.0,9.0
cliente_1113564244,cliente,,,0,14,14,0.0,14.0,14.0
cliente_6047938309,cliente,,,0,17,17,0.0,17.0,17.0
cliente_0661442945,cliente,,,0,26,26,0.0,27.0,27.0
cliente_0312966062,cliente,,,0,41,41,0.0,41.0,41.0
cliente_6426786602,cliente,,,0,20,20,0.0,20.0,20.0
cliente_4463858898,cliente,,,0,22,22,0.0,23.0,23.0
cliente_6042061382,cliente,,,0,18,18,0.0,18.0,18.0
cliente_6067154539,cliente,,,0,24,24,0.0,25.0,25.0
cliente_4518307023,cliente,,,0,44,44,0.0,46.0,46.0
cliente_6015254661,cliente,,,0,9,9,0.0,9.0,9.0
cliente_8365217273,cliente,,,0,20,20,0.0,20.0,20.0
cliente_7007913761,cliente,,,0,10,10,0.0,10.0,10.0
cliente_5521332977,cliente,,,0,40,40,0.0,40.0,40.0
cliente_8421340695,cliente,,,0,15,15,0.0,16.0,16.0
cliente_9737028678,cliente,,,0,21,21,0.0,21.0,21.0
cliente_8426989569,cliente,,,0,20,20,0.0,20.0,20.0
cliente_2573676401,cliente,,,0,18,18,0.0,18.0,18.0
cliente_1857846551,cliente,,,0,16,16,0.0,16.0,16.0
cliente_2953371123,cliente,,,0,3,3,0.0,3.0,3.0
cliente_2385934841,cliente,,,0,5,5,0.0,5.0,5.0
cliente_2043897784,cliente,,,0,3,3,0.0,3.0,3.0
cliente_7838323699,cliente,,,0,22,22,0.0,24.0,24.0
cliente_1350145560,cliente,,,0,9,9,0.0,9.0,9.0
cliente_4460824462,cliente,,,0,19,19,0.0,19.0,19.0
cliente_6994479092,cliente,,,0,30,30,0.0,30.0,30.0
cliente_7767915858,cliente,,,0,9,9,0.0,9.0,9.0
cliente_3216464154,cliente,,,0,13,13,0.0,13.0,13.0
cliente_8840068199,cliente,,,0,13,13,0.0,13.0,13.0
cliente_7557287637,cliente,,,0,26,26,0.0,26.0,26.0
cliente_9962429787,cliente,,,0,22,22,0.0,22.0,22.0
cliente_5910687278,cliente,,,0,8,8,0.0,8.0,8.0
cliente_3874128178,cliente,,,0,5,5,0.0,5.0,5.0
cliente_7821344335,cliente,,,0,34,34,0.0,34.0,34.0
cliente_7001036037,cliente,,,0,23,23,0.0,24.0,24.0
cliente_5068852189,cliente,,,0,27,27,0.0,27.0,27.0
cliente_5710216617,cliente,,,0,37,37,0.0,38.0,38.0
cliente_5867547953,cliente,,,0,21,21,0.0,22.0,22.0
cliente_7888924432,cliente,,,0,6,6,0.0,6.0,6.0
cliente_0083258698,cliente,,,0,23,23,0.0,24.0,24.0
cliente_1580049938,cliente,,,0,26,26,0.0,27.0,27.0
cliente_1275955365,cliente,,,0,30,30,0.0,30.0,30.0
cliente_2533412519,cliente,,,0,10,10,0.0,10.0,10.0
cliente_9412431531,cliente,,,0,30,30,0.0,30.0,30.0
cliente_5855903563,cliente,,,0,18,18,0.0,18.0,18.0
cliente_5972358342,cliente,,,0,24,24,0.0,25.0,25.0
cliente_7371071916,cliente,,,0,14,14,0.0,14.0,14.0
cliente_8451653033,cliente,,,0,35,35,0.0,35.0,35.0
cliente_2634615860,cliente,,,0,25,25,0.0,26.0,26.0
cliente_0133403316,cliente,,,0,21,21,0.0,21.0,21.0
cliente_6583592466,cliente,,,0,25,25,0.0,26.0,26.0
cliente_7608790298,cliente,,,0,19,19,0.0,20.0,20.0
cliente_6275245738,cliente,,,0,12,12,0.0,12.0,12.0
cliente_8046627916,cliente,,,0,20,20,0.0,20.0,20.0
cliente_0492342965,cliente,,,0,10,10,0.0,10.0,10.0
cliente_2533951231,cliente,,,0,29,29,0.0,30.0,30.0
cliente_1446521538,cliente,,,0,12,12,0.0,12.0,12.0
cliente_8785357250,cliente,,,0,16,16,0.0,16.0,16.0
cliente_6988345572,cliente,,,0,24,24,0.0,24.0,24.0
cliente_6871355981,cliente,,,0,20,20,0.0,22.0,22.0
cliente_6122237788,cliente,,,0,11,11,0.0,11.0,11.0
cliente_3468963238,cliente,,,0,20,20,0.0,20.0,20.0
cliente_1649022841,cliente,,,0,12,12,0.0,12.0,12.0
cliente_2337226982,cliente,,,0,26,26,0.0,27.0,27.0
cliente_1186734094,cliente,,,0,24,24,0.0,24.0,24.0
cliente_0371179683,cliente,,,0,7,7,0.0,7.0,7.0
cliente_3703731076,cliente,,,0,34,34,0.0,34.0,34.0
cliente_6563478740,cliente,,,0,8,8,0.0,8.0,8.0
cliente_9161465895,cliente,,,0,28,28,0.0,28.0,28.0
cliente_0719257990,cliente,,,0,18,18,0.0,18.0,18.0
cliente_9521657368,cliente,,,0,14,14,0.0,14.0,14.0
cliente_7538976801,cliente,,,0,16,16,0.0,16.0,16.0
cliente_7835908693,cliente,,,0,16,16,0.0,16.0,16.0
cliente_6647309065,cliente,,,0,21,21,0.0,21.0,21.0
cliente_8134373961,cliente,,,0,27,27,0.0,28.0,28.0
cliente_2958815972,cliente,,,0,5,5,0.0,5.0,5.0
cliente_1630005960,cliente,,,0,35,35,0.0,35.0,35.0
cliente_4337592050,cliente,,,0,17,17,0.0,17.0,17.0
cliente_6490172420,cliente,,,0,8,8,0.0,8.0,8.0
cliente_0704102429,cliente,,,0,27,27,0.0,27.0,27.0
cliente_4659702477,cliente,,,0,8,8,0.0,8.0,8.0
cliente_7200889703,cliente,,,0,33,33,0.0,33.0,33.0
cliente_4957098809,cliente,,,0,7,7,0.0,7.0,7.0
cliente_4041502018,cliente,,,0,22,22,0.0,22.0,22.0
cliente_7742164665,cliente,,,0,31,31,0.0,32.0,32.0
cliente_0666486957,cliente,,,0,21,21,0.0,23.0,23.0
cliente_1342035111,cliente,,,0,32,32,0.0,34.0,34.0
cliente_8496448431,cliente,,,0,7,7,0.0,7.0,7.0
cliente_2695476834,cliente,,,0,45,45,0.0,46.0,46.0
cliente_8039412531,cliente,,,0,9,9,0.0,9.0,9.0
cliente_3826166966,cliente,,,0,9,9,0.0,9.0,9.0
cliente_1048814179,cliente,,,0,20,20,0.0,21.0,21.0
cliente_0230988476,cliente,,,0,27,27,0.0,29.0,29.0
cliente_0841631724,cliente,,,0,16,16,0.0,18.0,18.0
cliente_1536132365,cliente,,,0,18,18,0.0,18.0,18.0
cliente_1674849034,cliente,,,0,32,32,0.0,32.0,32.0
cliente_9379686067,cliente,,,0,15,15,0.0,16.0,16.0
cliente_4484093439,cliente,,,0,18,18,0.0,18.0,18.0
cliente_1297104984,cliente,,,0,26,26,0.0,26.0,26.0
cliente_7929768872,cliente,,,0,26,26,0.0,27.0,27.0
cliente_8201940867,cliente,,,0,12,12,0.0,12.0,12.0
cliente_6641819172,cliente,,,0,34,34,0.0,35.0,35.0
cliente_2414393839,cliente,,,0,18,18,0.0,19.0,19.0
cliente_3482702239,cliente,,,0,7,7,0.0,7.0,7.0
cliente_0487929328,cliente,,,0,40,40,0.0,44.0,44.0
cliente_2365440457,cliente,,,0,15,15,0.0,15.0,15.0
cliente_4843526794,cliente,,,0,3,3,0.0,3.0,3.0
cliente_2982368750,cliente,,,0,27,27,0.0,27.0,27.0
cliente_5265933405,cliente,,,0,15,15,0.0,15.0,15.0
cliente_2929319806,cliente,,,0,16,16,0.0,16.0,16.0
cliente_3801168025,cliente,,,0,22,22,0.0,23.0,23.0
cliente_9876618797,cliente,,,0,20,20,0.0,20.0,20.0
cliente_0871065893,cliente,,,0,8,8,0.0,8.0,8.0
cliente_7729000995,cliente,,,0,23,23,0.0,25.0,25.0
cliente_7671469875,cliente,,,0,17,17,0.0,17.0,17.0
cliente_4001539342,cliente,,,0,9,9,0.0,9.0,9.0
cliente_6246988978,cliente,,,0,22,22,0.0,22.0,22.0
cliente_0288293986,cliente,,,0,16,16,0.0,16.0,16.0
cliente_5547579173,cliente,,,0,34,34,0.0,35.0,35.0
cliente_4534383539,cliente,,,0,31,31,0.0,31.0,31.0
cliente_1329722384,cliente,,,0,15,15,0.0,15.0,15.0
cliente_6347761393,cliente,,,0,7,7,0.0,7.0,7.0
cliente_4375792542,cliente,,,0,3,3,0.0,3.0,3.0
cliente_5858793634,cliente,,,0,20,20,0.0,21.0,21.0
cliente_6454476586,cliente,,,0,22,22,0.0,22.0,22.0
cliente_7806732171,cliente,,,0,14,14,0.0,15.0,15.0
cliente_9967627488,cliente,,,0,31,31,0.0,32.0,32.0
cliente_6300167865,cliente,,,0,11,11,0.0,11.0,11.0
cliente_2959474350,cliente,,,0,24,24,0.0,24.0,24.0
cliente_0569728241,cliente,,,0,32,32,0.0,32.0,32.0
cliente_6902847764,cliente,,,0,14,14,0.0,14.0,14.0
cliente_9699932189,cliente,,,0,30,30,0.0,30.0,30.0
cliente_5180986054,cliente,,,0,13,13,0.0,14.0,14.0
cliente_2786582230,cliente,,,0,42,42,0.0,43.0,43.0
cliente_6708541254,cliente,,,0,16,16,0.0,16.0,16.0
cliente_5181740801,cliente,,,0,25,25,0.0,26.0,26.0
cliente_0434647346,cliente,,,0,26,26,0.0,28.0,28.0
cliente_7854461824,cliente,,,0,5,5,0.0,5.0,5.0
cliente_3388282875,cliente,,,0,14,14,0.0,15.0,15.0
cliente_7467939857,cliente,,,0,19,19,0.0,19.0,19.0
cliente_8009976254,cliente,,,0,9,9,0.0,9.0,9.0
cliente_6994008787,cliente,,,0,14,14,0.0,14.0,14.0
cliente_4426645683,cliente,,,0,22,22,0.0,23.0,23.0
cliente_0591004174,cliente,,,0,10,10,0.0,10.0,10.0
cliente_6001484793,cliente,,,0,13,13,0.0,13.0,13.0
cliente_4054822041,cliente,,,0,11,11,0.0,11.0,11.0
cliente_4265997667,cliente,,,0,36,36,0.0,36.0,36.0
cliente_8547415742,cliente,,,0,20,20,0.0,20.0,20.0
cliente_1097632319,cliente,,,0,27,27,0.0,27.0,27.0
cliente_5737585458,cliente,,,0,5,5,0.0,5.0,5.0
cliente_7796539492,cliente,,,0,17,17,0.0,17.0,17.0
cliente_9821304825,cliente,,,0,12,12,0.0,12.0,12.0
cliente_1951582674,cliente,,,0,32,32,0.0,33.0,33.0
cliente_0103731764,cliente,,,0,22,22,0.0,22.0,22.0
cliente_4304601680,cliente,,,0,9,9,0.0,9.0,9.0
cliente_3463845999,cliente,,,0,18,18,0.0,18.0,18.0
cliente_3739853077,cliente,,,0,8,8,0.0,8.0,8.0
cliente_1029806121,cliente,,,0,10,10,0.0,10.0,10.0
cliente_9550999170,cliente,,,0,16,16,0.0,16.0,16.0
cliente_8313574639,cliente,,,0,23,23,0.0,23.0,23.0
cliente_0893148373,cliente,,,0,22,22,0.0,24.0,24.0
cliente_6618090344,cliente,,,0,11,11,0.0,11.0,11.0
cliente_2668868544,cliente,,,0,4,4,0.0,4.0,4.0
cliente_6194222055,cliente,,,0,22,22,0.0,22.0,22.0
cliente_4353792601,cliente,,,0,25,25,0.0,25.0,25.0
cliente_4224982623,cliente,,,0,17,17,0.0,17.0,17.0
cliente_2873861009,cliente,,,0,21,21,0.0,22.0,22.0
cliente_7803039659,cliente,,,0,22,22,0.0,23.0,23.0
cliente_5955703701,cliente,,,0,8,8,0.0,8.0,8.0
cliente_4440208505,cliente,,,0,14,14,0.0,15.0,15.0
cliente_0990012861,cliente,,,0,15,15,0.0,15.0,15.0
cliente_6023855037,cliente,,,0,5,5,0.0,5.0,5.0
cliente_0658241469,cliente,,,0,18,18,0.0,18.0,18.0
cliente_9532729410,cliente,,,0,8,8,0.0,8.0,8.0
cliente_4869453844,cliente,,,0,15,15,0.0,15.0,15.0
cliente_2803123705,cliente,,,0,25,25,0.0,25.0,25.0
cliente_2991886445,cliente,,,0,37,37,0.0,39.0,39.0
cliente_6386283936,cliente,,,0,12,12,0.0,13.0,13.0
cliente_6592123252,cliente,,,0,14,14,0.0,14.0,14.0
cliente_4461747265,cliente,,,0,4,4,0.0,4.0,4.0
cliente_9892868448,cliente,,,0,11,11,0.0,11.0,11.0
cliente_2459791975,cliente,,,0,7,7,0.0,7.0,7.0
cliente_7545103192,cliente,,,0,27,27,0.0,27.0,27.0
cliente_6734977109,cliente,,,0,8,8,0.0,8.0,8.0
cliente_9915109531,cliente,,,0,16,16,0.0,16.0,16.0
cliente_5943455454,cliente,,,0,6,6,0.0,6.0,6.0
cliente_1555812461,cliente,,,0,10,10,0.0,10.0,10.0
cliente_7413918825,cliente,,,0,10,10,0.0,10.0,10.0
cliente_1674955501,cliente,,,0,10,10,0.0,10.0,10.0
cliente_1076737665,cliente,,,0,5,5,0.0,5.0,5.0
cliente_6351357286,cliente,,,0,28,28,0.0,30.0,30.0
cliente_2078330029,cliente,,,0,4,4,0.0,4.0,4.0
cliente_5260438692,cliente,,,0,6,6,0.0,6.0,6.0
cliente_6326877753,cliente,,,0,15,15,0.0,15.0,15.0
cliente_3029018574,cliente,,,0,7,7,0.0,7.0,7.0
cliente_8623325537,cliente,,,0,13,13,0.0,13.0,13.0
cliente_2140010479,cliente,,,0,10,10,0.0,10.0,10.0
cliente_2263664394,cliente,,,0,10,10,0.0,10.0,10.0
cliente_6523293746,cliente,,,0,18,18,0.0,18.0,18.0
cliente_6834193063,cliente,,,0,12,12,0.0,12.0,12.0
cliente_3358176312,cliente,,,0,29,29,0.0,30.0,30.0
cliente_0255704314,cliente,,,0,16,16,0.0,16.0,16.0
cliente_4290784892,cliente,,,0,7,7,0.0,7.0,7.0
cliente_8254337477,cliente,,,0,12,12,0.0,12.0,12.0
cliente_3840881983,cliente,,,0,14,14,0.0,14.0,14.0
cliente_1138354036,cliente,,,0,26,26,0.0,26.0,26.0
cliente_2296676485,cliente,,,0,46,46,0.0,47.0,47.0
cliente_3681566476,cliente,,,0,11,11,0.0,11.0,11.0
cliente_3256675162,cliente,,,0,9,9,0.0,9.0,9.0
cliente_2003430797,cliente,,,0,11,11,0.0,11.0,11.0
cliente_7336008017,cliente,,,0,3,3,0.0,3.0,3.0
cliente_3531130269,cliente,,,0,13,13,0.0,13.0,13.0
cliente_1426773083,cliente,,,0,5,5,0.0,5.0,5.0
cliente_2240267337,cliente,,,0,22,22,0.0,24.0,24.0
cliente_2469361210,cliente,,,0,5,5,0.0,5.0,5.0
cliente_1004460821,cliente,,,0,16,16,0.0,16.0,16.0
cliente_3694259257,cliente,,,0,10,10,0.0,10.0,10.0
cliente_8084459513,cliente,,,0,6,6,0.0,6.0,6.0
cliente_9222924582,cliente,,,0,26,26,0.0,27.0,27.0
cliente_3831688933,cliente,,,0,7,7,0.0,7.0,7.0
cliente_3743963952,cliente,,,0,8,8,0.0,8.0,8.0
cliente_2396163011,cliente,,,0,18,18,0.0,18.0,18.0
cliente_4284238970,cliente,,,0,12,12,0.0,12.0,12.0
cliente_9978505535,cliente,,,0,15,15,0.0,15.0,15.0
cliente_3673017035,cliente,,,0,11,11,0.0,11.0,11.0
cliente_0942319481,cliente,,,0,7,7,0.0,7.0,7.0
cliente_8623967260,cliente,,,0,32,32,0.0,34.0,34.0
cliente_2001004719,cliente,,,0,7,7,0.0,7.0,7.0
cliente_5544208438,cliente,,,0,20,20,0.0,20.0,20.0
cliente_6307719087,cliente,,,0,10,10,0.0,10.0,10.0
cliente_1463442796,cliente,,,0,11,11,0.0,11.0,11.0
cliente_9487261230,cliente,,,0,25,25,0.0,26.0,26.0
